genotype;nf1_mean;nf1_sd;sf_max_mean;sf_max_sd;in_max_mean;in_max_sd;prof_intercept_in_0;prof_intercept_in_1;prof_u_max_in;prof_intercept_sf_0;prof_intercept_sf_1;prof_u_max_sf;br_theta;br_mu
"gen1";21.75;2.96;266;45.2;8.14;0.65;0.31;0.13;0.34;0;0.44;0.35;4.21;0.73
